"_time","三重県","京都府","佐賀県","兵庫県","北海道","千葉県","和歌山県","埼玉県","大分県","大阪府","奈良県","宮城県","宮崎県","富山県","山口県","山形県","山梨県","岐阜県","岡山県","岩手県","島根県","広島県","徳島県","愛媛県","愛知県","新潟県","東京都","栃木県","沖縄県","滋賀県","熊本県","石川県","神奈川県","福井県","福岡県","福島県","秋田県","群馬県","茨城県","長崎県","長野県","青森県","静岡県","香川県","高知県","鳥取県","鹿児島県"
"1587394800.000000",2,5,0,19,22,21,2,10,5,54,9,0,0,13,1,0,1,5,0,0,0,2,2,1,16,2,123,2,4,4,1,12,13,5,21,0,0,7,3,0,2,0,1,0,0,0,0
"1587481200.000000",2,11,2,17,22,21,2,40,0,31,2,0,0,14,0,1,1,3,0,0,0,3,0,0,19,3,125,1,5,12,1,6,25,1,21,1,0,3,5,0,5,0,4,0,1,0,0
"1587567600.000000",0,7,9,20,45,24,1,32,0,35,1,0,0,9,0,0,0,2,0,0,0,2,0,0,12,1,134,0,2,4,1,17,39,0,12,0,0,4,2,0,3,0,1,0,1,0,0
"1587654000.000000",2,4,8,25,22,19,2,18,0,31,1,0,0,13,0,1,0,0,2,0,0,0,0,0,14,3,166,0,1,1,1,6,32,1,12,1,0,2,4,0,3,0,1,0,0,0,0
"1587740400.000000",0,4,1,15,39,10,5,22,0,29,0,1,0,12,0,0,1,0,0,0,1,2,0,0,1,1,107,0,1,1,0,4,31,0,14,2,0,0,3,0,1,0,3,0,1,0,0
"1587826800.000000",0,4,0,9,14,8,1,19,0,16,0,0,0,3,0,0,0,0,1,0,5,2,0,0,1,4,76,2,3,0,2,9,16,1,11,1,0,1,1,0,0,0,1,0,1,0,0
"1587913200.000000",0,15,0,1,35,7,1,8,0,30,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,6,7,0,9,0,0,5,0,0,0,1,1,0,0,0,0
"1587999600.000000",0,4,1,7,38,8,1,7,0,32,2,2,0,9,0,1,1,0,0,0,1,5,0,0,5,5,112,0,4,1,0,8,11,1,4,1,0,0,1,0,0,3,3,0,0,0,0
"1588086000.000000",0,4,3,6,38,4,0,15,0,44,2,0,0,7,0,1,0,0,1,0,0,1,0,0,4,0,47,0,0,0,0,1,25,0,13,2,0,0,1,0,0,0,1,0,1,0,0
"1588172400.000000",0,3,0,3,41,9,2,12,0,28,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,46,0,1,0,0,1,26,0,3,1,0,0,0,0,0,0,4,0,0,0,0
"1588258800.000000",0,4,1,5,23,6,0,5,0,14,3,0,0,3,2,0,1,0,0,0,0,4,0,0,3,2,164,0,0,0,0,3,15,0,3,1,0,0,2,0,0,0,1,0,0,0,0
"1588345200.000000",0,5,0,4,33,7,0,21,0,17,0,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,157,0,0,0,0,6,36,0,3,1,0,0,0,0,4,0,0,0,0,0,0
"1588431600.000000",0,2,2,13,25,5,0,12,0,10,1,0,0,3,1,0,1,0,0,0,1,1,0,1,2,0,90,0,0,0,0,4,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1588518000.000000",0,3,1,0,31,6,0,5,0,13,0,0,0,1,1,1,0,0,0,0,0,4,0,0,3,0,87,0,0,2,0,3,10,0,1,0,0,0,2,0,2,0,0,0,0,0,0
"1588604400.000000",0,4,0,6,12,1,0,6,0,7,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1,57,0,0,0,0,1,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"1588690800.000000",0,3,0,3,23,2,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"1588777200.000000",0,6,0,3,14,5,0,14,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,4,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1588863600.000000",0,1,0,0,6,3,0,11,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,39,1,0,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1588950000.000000",0,4,0,8,11,3,0,16,0,16,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,36,0,0,0,0,2,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"1589036400.000000",0,0,0,5,9,1,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1589122800.000000",0,0,0,1,12,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589209200.000000",0,4,0,0,13,3,1,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,28,1,0,0,0,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1589295600.000000",0,1,1,3,4,2,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,0,0,0,0,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1589382000.000000",0,1,0,1,6,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,17,2,0,30,1,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1589468400.000000",0,0,0,0,10,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,2,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589554800.000000",0,0,1,1,7,8,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
